"name","location","beds","rating","rating_title","number_of_ratings","price","price_for","image","url"
"Hampton Inn Tropicana","West of the Las Vegas Strip, Las Vegas","1 king bed","8.6","Excellent","2,060 reviews","$361","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/369615128.webp?k=2336af24ede705e686499feb117c3ec9edf2c299285a1b72f6a27ca80396829a&o=&s=1","https://www.booking.com/hotel/us/hampton-inn-tropicana.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2326&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=94b103657083017f&srepoch=1669681739&all_sr_blocks=4162104_93696336_2_1_0&highlighted_blocks=4162104_93696336_2_1_0&matching_block_id=4162104_93696336_2_1_0&sr_pri_blocks=4162104_93696336_2_1_0__36101&tpi_r=2&from=searchresults#hotelTmpl"
"Hampton Inn & Suites Las Vegas Convention Center - No Resort Fee","East of the Las Vegas Strip, Las Vegas","1 king bed","8.7","Excellent","Travel Sustainable property","$515","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/362230284.webp?k=e037a39e1ee7786565f5723280e0c9f3248a695d5da86f68f5bda2fe1fec8f3c&o=&s=1","https://www.booking.com/hotel/us/hampton-inn-suites-las-vegas-convention-center.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2326&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&srpvid=85f10366554700c8&srepoch=1669681741&all_sr_blocks=615553303_240596195_2_1_0&highlighted_blocks=615553303_240596195_2_1_0&matching_block_id=615553303_240596195_2_1_0&sr_pri_blocks=615553303_240596195_2_1_0__51500&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl"
"Arizona Charlie's Decatur","Las Vegas","Multiple bed types","7.2","Good","1,395 reviews","$191","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/32479384.webp?k=ac25527001326aca7ef143ccfb76b134195d3434f1d6bbae83dbda7a781ff476&o=&s=1","https://www.booking.com/hotel/us/arizona-charlie-s-decatur.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2326&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=popularity&srpvid=85f10366554700c8&srepoch=1669681741&all_sr_blocks=5666901_226064996_2_0_0&highlighted_blocks=5666901_226064996_2_0_0&matching_block_id=5666901_226064996_2_0_0&sr_pri_blocks=5666901_226064996_2_0_0__19110&tpi_r=2&from=searchresults#hotelTmpl"
"Las Vegas Hilton At Resorts World","Las Vegas Strip, Las Vegas","1 king bed","8.5","Very Good","Travel Sustainable property","$382","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/325450185.webp?k=df68780bb9aa6176ec542de0532a9a123db39872cffd7ddc8257c531991a301d&o=&s=1","https://www.booking.com/hotel/us/las-vegas-hilton-at-resorts-world.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2326&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&srpvid=85f10366554700c8&srepoch=1669681741&all_sr_blocks=692662201_358833721_2_0_0&highlighted_blocks=692662201_358833721_2_0_0&matching_block_id=692662201_358833721_2_0_0&sr_pri_blocks=692662201_358833721_2_0_0__38221&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl"
"Home2 Suites by Hilton Las Vegas Convention Center - No Resort Fee","East of the Las Vegas Strip, Las Vegas","Private suite","8.6","Excellent","394 reviews","$567","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/362230703.webp?k=84b2b16faefb19a492154dca8c3008c364e850efc3003fd94ae7e9a43fb31268&o=&s=1","https://www.booking.com/hotel/us/home2-las-vegas-convention-center.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2326&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&srpvid=85f10366554700c8&srepoch=1669681741&all_sr_blocks=615553801_240596204_2_1_0&highlighted_blocks=615553801_240596204_2_1_0&matching_block_id=615553801_240596204_2_1_0&sr_pri_blocks=615553801_240596204_2_1_0__56699&tpi_r=2&from=searchresults#hotelTmpl"
"Best Western McCarran Inn","East of the Las Vegas Strip, Las Vegas","1 king bed","7.5","Good","1,253 reviews","$279","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/143071810.webp?k=13ef9be6709f39518a770185379d1128ff714dbc03be86842745e27d5b861fa2&o=&s=1","https://www.booking.com/hotel/us/best-western-mccarran-inn.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2326&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&srpvid=85f10366554700c8&srepoch=1669681741&all_sr_blocks=7689901_93706846_2_1_0&highlighted_blocks=7689901_93706846_2_1_0&matching_block_id=7689901_93706846_2_1_0&sr_pri_blocks=7689901_93706846_2_1_0__27878&tpi_r=2&from=searchresults#hotelTmpl"
"Embassy Suites by Hilton Convention Center Las Vegas","East of the Las Vegas Strip, Las Vegas","1 king bed","7.8","Good","Travel Sustainable property","$445","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/278316768.webp?k=72283c313e55986c04c73d1fc4ca7b4d46546a20ee817b1d7881fab23ce426be&o=&s=1","https://www.booking.com/hotel/us/embassy-suites-convention-center-las-vegas.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2326&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&srpvid=85f10366554700c8&srepoch=1669681741&all_sr_blocks=2891119_364340559_2_1_0&highlighted_blocks=2891119_364340559_2_1_0&matching_block_id=2891119_364340559_2_1_0&sr_pri_blocks=2891119_364340559_2_1_0__44521&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl"
"Holiday Inn Express & Suites - Las Vegas - E Tropicana, an IHG Hotel","Las Vegas Strip, Las Vegas","2 beds (1 king, 1 sofa bed)","8.5","Very Good","644 reviews","$350","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/277583203.webp?k=03ea290eacfae796fd134080b47f023da90e59f6822db322a57afc4a4b98abcf&o=&s=1","https://www.booking.com/hotel/us/holiday-inn-express-suites-las-vegas-e-tropicana.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2326&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&srpvid=85f10366554700c8&srepoch=1669681741&all_sr_blocks=670837509_310006374_2_1_0&highlighted_blocks=670837509_310006374_2_1_0&matching_block_id=670837509_310006374_2_1_0&sr_pri_blocks=670837509_310006374_2_1_0__34960&tpi_r=2&from=searchresults#hotelTmpl"
"Holiday Inn Club Vacations - Tahoe Ridge Resort, an IHG Hotel","Stateline","2 beds (1 king, 1 sofa bed)","7.0","Good","156 reviews","$391","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/275203348.webp?k=a40a2a13634fe98822fea84c9bd206471eb4a3800d5ce93fe238c80baaee58bf&o=&s=1","https://www.booking.com/hotel/us/holiday-inn-vacations-tahoe-ridge-resort.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2326&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&srpvid=85f10366554700c8&srepoch=1669681741&all_sr_blocks=23988107_298940265_4_0_0&highlighted_blocks=23988107_298940265_4_0_0&matching_block_id=23988107_298940265_4_0_0&sr_pri_blocks=23988107_298940265_4_0_0__39060&tpi_r=2&from=searchresults#hotelTmpl"
"Hampton Inn & Suites Las Vegas-Henderson","Henderson, Las Vegas","2 queen beds","8.5","Very Good","308 reviews","$254","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/295593533.webp?k=13aedddf2584d09e55f467e888e1b60482d7e7770020b184bfcf28ac6a398691&o=&s=1","https://www.booking.com/hotel/us/hampton-inn-suites-las-vegas-henderson.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2326&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&srpvid=85f10366554700c8&srepoch=1669681741&all_sr_blocks=2889302_95152942_4_1_0&highlighted_blocks=2889302_95152942_4_1_0&matching_block_id=2889302_95152942_4_1_0&sr_pri_blocks=2889302_95152942_4_1_0__25400&tpi_r=2&from=searchresults#hotelTmpl"
"Motel 6-Las Vegas, NV - Motor Speedway","North Las Vegas, Las Vegas","1 king bed","8.0","Very Good","792 reviews","$273","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/164129943.webp?k=b8ad2f2345276c12b617893b0dd8844c9592db7b8ccd5a042ce23bf0c76592da&o=&s=1","https://www.booking.com/hotel/us/motel-6-las-vegas-nv-motor-speedway.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2326&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&srpvid=85f10366554700c8&srepoch=1669681741&all_sr_blocks=381330102_120937899_2_0_0&highlighted_blocks=381330102_120937899_2_0_0&matching_block_id=381330102_120937899_2_0_0&sr_pri_blocks=381330102_120937899_2_0_0__27300&tpi_r=2&from=searchresults#hotelTmpl"
"The Berkley, Las Vegas","South of the Las Vegas Strip, Las Vegas","Private apartment • 1 bedroom • 1 bathroom • 1 kitchen • 44m²","9.1","Wonderful","Travel Sustainable property","$304","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/76526205.webp?k=6c09c985d97033bd23e5236f9f2cf77d6758c7b205b030108ae66a631f47aea5&o=&s=1","https://www.booking.com/hotel/us/the-berkley-las-vegas.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2326&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&srpvid=85f10366554700c8&srepoch=1669681741&all_sr_blocks=191526309_94923839_0_0_0&highlighted_blocks=191526309_94923839_0_0_0&matching_block_id=191526309_94923839_0_0_0&sr_pri_blocks=191526309_94923839_0_0_0__30420&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl"
"Boulder Dam Hotel","Boulder City","1 queen bed","8.9","Excellent","875 reviews","$200","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/33585315.webp?k=59a95d26e69b8ff9d52d5c737ac87f29d532fcd856eb8a1b9a22d7eb7528ccca&o=&s=1","https://www.booking.com/hotel/us/boulder-dam.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2326&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&srpvid=85f10366554700c8&srepoch=1669681741&all_sr_blocks=28900604_353243063_0_0_0&highlighted_blocks=28900604_353243063_0_0_0&matching_block_id=28900604_353243063_0_0_0&sr_pri_blocks=28900604_353243063_0_0_0__20000&tpi_r=2&from=searchresults#hotelTmpl"
"Gold Country Casino by Red Lion Hotels","Elko","1 queen bed","7.8","Good","358 reviews","$138","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/40816515.webp?k=cd43ad9902d168226b63b8897dd5bb91f9001318faaa111f608032c281b051d2&o=&s=1","https://www.booking.com/hotel/us/americas-best-value-gold-country-inn-casino.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2326&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&srpvid=85f10366554700c8&srepoch=1669681741&all_sr_blocks=52105903_287715765_2_0_0&highlighted_blocks=52105903_287715765_2_0_0&matching_block_id=52105903_287715765_2_0_0&sr_pri_blocks=52105903_287715765_2_0_0__13800&tpi_r=2&from=searchresults#hotelTmpl"
"Hampton Inn & Suites Carson City","Carson City","2 queen beds","8.6","Excellent","Travel Sustainable property","$319","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/164942273.webp?k=e7b3c8ea5e5e7c4b29fc98622fddf0cbdc3b14755b9c6546a7c8ede62ab44413&o=&s=1","https://www.booking.com/hotel/us/hampton-inn-suites-carson-city.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2326&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=40&sr_order=popularity&srpvid=85f10366554700c8&srepoch=1669681741&all_sr_blocks=4151306_94257692_2_1_0&highlighted_blocks=4151306_94257692_2_1_0&matching_block_id=4151306_94257692_2_1_0&sr_pri_blocks=4151306_94257692_2_1_0__31940&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl"
"Comfort Inn & Suites Henderson - Las Vegas","Henderson, Las Vegas","2 queen beds","8.3","Very Good","397 reviews","$248","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/169889838.webp?k=7bf470d0c3787d643baa0de5683a70eab7695b5301657f5fcc7528972729bafe&o=&s=1","https://www.booking.com/hotel/us/comfort-inn-suites-henderson.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2326&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=41&sr_order=popularity&srpvid=85f10366554700c8&srepoch=1669681741&all_sr_blocks=18066701_94321002_2_1_0&highlighted_blocks=18066701_94321002_2_1_0&matching_block_id=18066701_94321002_2_1_0&sr_pri_blocks=18066701_94321002_2_1_0__24812&tpi_r=2&from=searchresults#hotelTmpl"
"Circa Resort & Casino - Adults Only","Downtown Las Vegas - Fremont Street, Las Vegas","1 king bed","8.8","Excellent","1,918 reviews","$598","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/289630890.webp?k=d21a59a85d4e70f2f3d2d7bcf73636a9fcf43921553d802689ea53dc262405cf&o=&s=1","https://www.booking.com/hotel/us/circa-resort-amp-casino.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2326&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=42&sr_order=popularity&srpvid=85f10366554700c8&srepoch=1669681741&all_sr_blocks=671988301_287974983_2_0_0&highlighted_blocks=671988301_287974983_2_0_0&matching_block_id=671988301_287974983_2_0_0&sr_pri_blocks=671988301_287974983_2_0_0__59800&tpi_r=2&from=searchresults#hotelTmpl"
"Tropicana Las Vegas a DoubleTree by Hilton Hotel and Resort","Las Vegas Strip, Las Vegas","1 king bed","7.1","Good","Travel Sustainable property","$279","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/5996558.webp?k=9cd3c199374520bea041bdaa97c5eec964f10a83ed9715433d84a9dff3ed6b23&o=&s=1","https://www.booking.com/hotel/us/tropicana-las-vegas-casino.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2326&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=43&sr_order=popularity&srpvid=85f10366554700c8&srepoch=1669681741&all_sr_blocks=2318724_364340574_2_0_0&highlighted_blocks=2318724_364340574_2_0_0&matching_block_id=2318724_364340574_2_0_0&sr_pri_blocks=2318724_364340574_2_0_0__27860&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl"
"Holiday Inn Club Vacations at Desert Club Resort, an IHG Hotel","Las Vegas Strip, Las Vegas","2 beds (1 king, 1 sofa bed)","8.6","Excellent","1,717 reviews","$482","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/293083509.webp?k=fec0284fe525d189efa58c8cf1a725dc1a70d8572dfe0aa8e7155366574f9484&o=&s=1","https://www.booking.com/hotel/us/holiday-inn-club-vacation-at-desert-club-resort.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2326&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=44&sr_order=popularity&srpvid=85f10366554700c8&srepoch=1669681741&all_sr_blocks=2177801_309564033_4_0_0&highlighted_blocks=2177801_309564033_4_0_0&matching_block_id=2177801_309564033_4_0_0&sr_pri_blocks=2177801_309564033_4_0_0__48160&tpi_r=2&from=searchresults#hotelTmpl"
"Holiday Inn Express & Suites Mesquite Nevada, an IHG Hotel","Mesquite","1 king bed","7.9","Good","724 reviews","$283","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/230334518.webp?k=66406d7b830c67354fffeca207cf8f570a4d0ad5438565bd91862e7edc1e9ec1&o=&s=1","https://www.booking.com/hotel/us/inn-express-suites.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2326&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=45&sr_order=popularity&srpvid=85f10366554700c8&srepoch=1669681741&all_sr_blocks=23843925_310011357_2_1_0&highlighted_blocks=23843925_310011357_2_1_0&matching_block_id=23843925_310011357_2_1_0&sr_pri_blocks=23843925_310011357_2_1_0__28310&tpi_r=2&from=searchresults#hotelTmpl"
"Quality Inn","Boulder City","1 king bed","7.3","Good","454 reviews","$198","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/169890026.webp?k=5a75cbb6551ac445c995ca907f2e0f35d47d23329af396dad50e8a838c2055bf&o=&s=1","https://www.booking.com/hotel/us/hoover-dam-inn.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2326&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=46&sr_order=popularity&srpvid=85f10366554700c8&srepoch=1669681741&all_sr_blocks=27741510_126867308_2_1_0&highlighted_blocks=27741510_126867308_2_1_0&matching_block_id=27741510_126867308_2_1_0&sr_pri_blocks=27741510_126867308_2_1_0__19800&tpi_r=2&from=searchresults#hotelTmpl"
"Holiday Inn Express Las Vegas South, an IHG Hotel","South of the Las Vegas Strip, Las Vegas","1 king bed","8.1","Very Good","Rates with extras available","$408","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/233945645.webp?k=f7d75e588bf2cd2a32b651294077aea285c6232de103750a696f1134d5370ed1&o=&s=1","https://www.booking.com/hotel/us/holiday-inn-express-south.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2326&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=47&sr_order=popularity&srpvid=85f10366554700c8&srepoch=1669681741&all_sr_blocks=18182408_310007195_2_1_0&highlighted_blocks=18182408_310007195_2_1_0&matching_block_id=18182408_310007195_2_1_0&sr_pri_blocks=18182408_310007195_2_1_0__40800&tpi_r=2&from=searchresults#hotelTmpl"
